,Unnamed: 0,story_id,first_sentence,second_sentence,third_sentence,fourth_sentence,fifth_sentence,label
681,681,29c6de25-7425-467d-92b8-39bdd5cc51b8 , My nephew is a professional chef. , While cooking for us at our house he decided to show off a bit. , We videoed as he sliced an onion behind his back. , We were amazed how quickly he chopped and didn't get cut. , He is a fantastic chef. ,1
682,682,015ffed1-7ff9-49bc-88c6-30b758dc6edf , The little sister found out she was having a baby brother. , She was excited until she found out she would no longer be the baby. , Then she started acting out. , She colored on the walls. , The little sister got punished with a timeout. ,0
683,683,8c48b6e4-f783-404b-9e69-e2f590f20172 , I went on a hiking trip this summer. , I went to go hike away from the campsite by myself. , I got lost because I did not have any equipment on me. , I walked for miles searching for my friends. , Eventually I found some trail markers. ,2
684,684,a97b8b34-4e88-4929-8de8-828b924a5c3d , Hailey was participating in her school marathon. , However she forgot to bring her running shoes. , Hailey was still determined. , She asked her teacher if she could borrow her's for the day. , The teacher admired Haley's passion and agreed. ,2
685,685,c6c6c783-9dd4-4506-a064-9997bc933cd2 , Jim was mowing the yard when his mower got stuck on some metal. , Jim looked closely at the metal and saw that it looked like jewelry. , He took the piece of metal to an appraiser. , The appraiser told him it was an old ring from an older civilization. , Jim sold the ring for 1000 dollars. ,2
686,686,f63fc817-d664-4b0c-8445-8089477c0624 , Kyle and Ted were in a pie eating contest. , They sat down together in front of their pies. ," When the contest started, they dug in. ", Both of them got horrible stomach aches. , Kyle and Ted got so sick that they both lost. ,3
687,687,40677245-6688-4b07-b0d3-7df878ae7514 , Bob was playing volleyball. , He suddenly felt very dizzy and fell down. , His friends quickly rushed to his aid. , Bob was dehydrated from exerting himself. , Bob's friends quickly brought him some water to hydrate him. ,2
688,688,c284673c-f3fd-418d-8466-cdbef246fd3b , Kathy realized to her horror that she was out of milk. , So she gathered her young children up and went to the store. , They were bad in the store and screamed a lot. , Kathy cried on the way home. , The children all went to bed without any dinner. ,1
689,689,945706a8-1e91-4b26-ac22-e8e2af0dd0ca , Laura had a passion for art. , She would paint everyday after class. , She painted a self portrait of herself one day. , She posted it online for everyone to see. , Laura was pleased to show people her art. ,1
690,690,2b64dde2-62d0-47f4-9475-768f27b922fd , Our kids had a 2 day break from school. , So we decided to take a fun trip to Great Wolf Lodge. , The kids enjoyed swimming at the water park. , We enjoyed pizza and story time after swimming. , We all had a good time. ,1
691,691,65081d5a-7192-4c94-b007-23bdb97b4f91 , Tom was at the bus stop on a weekend. , Next to him was a tall gentleman. , He started yelling all of a sudden. , Tom and everyone else around him got a bit uncomfortable. , Tom asked him what the problem was. ,3
692,692,873653f4-f427-4d41-86cf-758c51dc4693 , Allie lost 50 pounds. , The doctor told her she needed to lose 10 more. , If she lost 10 more he would do skin removal. , Allie dieted hard and exercised. , Allie was able to lose the 10 pounds and have the skin removal. ,2
693,693,5ff19283-3ccf-4ec5-a47c-552b3af9d275 , Jay was having car trouble. , He puttered into the garage. , He was afraid the repair would prove costly. , But the mechanic gave him some good news. , The mechanic told Jay that was only a minor repair. ,2
694,694,e3755238-dd7f-4b10-b132-b671dd6fbe76 , Ned was hiking in the woods when he saw a  lump of fur under a tree. ," The lump started to move, then emitted little cries. ", Ned moved closer and saw that it was a bunch of tiny baby possums. , He called the local wildlife rescue and reported the baby possums. , He waited until wildlife rescue arrived to save the baby possums. ,3
695,695,649f0213-7242-4d19-b8c7-7cb0bb128e73 , One day I went outside and my dog was not there. , I panicked. , I had no idea where she was. ," Suddenly, my neighbor called me from next door. ", The neighbor had my dog. ,2
696,696,7ddedcff-cdf4-49b1-9fda-8e0cb6f9fd45 , I met my husband to be at Costco. , He drew horns on my membership picture and flirted wildly. ," I don't know why I said yes to a date, but I did. "," Five Years later, we married. ", Eventually we had children. ,1
697,697,002af9dc-dadd-496e-8b5f-c89bebc1fdb1 , Cindy was at a restaurant. , And she ordered hot soup. , But the waitress forgot to tell her that the bowl was hot. ," So when received the bowl from the waitress, she hurt her hands. ", Cindy went and ran cold water over her hands. ,2
698,698,1ee745bb-03f5-4db0-afc8-a3903e8bdab5 ," Laura has always loves swimming, but she has never tried backstroke. ", She usually avoids backstroke because doesn't want water in her ears. , One day she decides to take backstroke lessons from an expert swimmer. , She finds that she loves backstroke and doesn't get water in her ears. ," From then on, she swims the backstroke constantly. ",2
699,699,e9f3c27a-6810-4d42-b3e3-e0efe499c33a , One day I decided I wanted to walk into town. ," It wasn't far from my house, only a few miles! ", Once I arrived in town I decided to stop for coffee. , I chose an awesome little shop and sat down for lunch. , I had a wonderful time! ,0
700,700,20eba2e4-0a0a-4595-8e17-5d1c9adb3a40 , Jess hated egg salad. ," When her friend's mother served it, she knew she had to eat it. ", Just as she was about to take a bite the family dog walked by. , No one was looking so she lowered it towards the dog. , The dog happily ate the salad. ,1
701,701,df1cff6a-d4c8-4ba4-869c-6539e1684b9d , Robbie and I went to a fancy restaurant for our anniversary. , It was very elegant. , We both had to dress formally in order to get a table. , We enjoyed TEN courses over four hours. , Robbie and I dressed up for the occasion. ,0
702,702,47a3d628-c1a2-445a-84ef-ee38cf7f00ad , Lonnie was fed up with modern life. , He decided to go off the grid. , He found a clearing in the woods and set up camp. ," The first night was scary, as he heard howls and much rustling. ", After the initial noises Lonnie settled in for the night. ,1
703,703,b1efeb4c-1626-4ec9-ad7c-b605ece908ff , Bob had to get to work in the morning. , His car battery was struggling to start the car. , He called his neighbor for a jump start. , His neighbor came over and helped him get his car running. , Bob made it to work on time. ,1
704,704,f543cf14-e286-4854-b57b-f7c9cbb5d495 , Ava needed a plane ticket across the country. , She feared it'd be expensive. , Then the agent told her something wonderful. , She had earned enough miles to pay for her ticket! , Ava was able to fly without spending any money on her ticket. ,1
705,705,bbb59089-f474-44a8-858b-570d494606c8 , My friend Sharon was nervous yesterday. , She found out her company wanted her to retire. ," Although she has a good pension, she was still nervous. "," I helped her rewrite her resume, preparing for a job search. ", Sharon is now looking forward to a new chapter in her life. ,2
706,706,c8875704-74c7-48af-b6d9-2b9cb6b1ea8b , Nita was playing rummy with her dad. , She had lost ten games in a row! , They wagered their points on one last game. ," Nita played hard and well, and she won! ", Nita was so happy she finally beat her dad at rummy. ,3
707,707,94904ce6-27b8-4c88-bb6b-bb1cee23f3f9 , Tina was having her first skating competition. , She was incredibly nervous. , She was afraid something would go wrong. , Thankfully she did great. , Tina took second place in the competition. ,1
708,708,9eb4b140-2c8d-4f71-a01c-61081f97ac49 , Neil took a tour to the taj Mahal. , He admired the beautiful design of it. , Then he heard the sad story behind it. , Neil was impressed by the obvious labor of love. , Neil was glad he had seen the taj Mahal. ,1
709,709,21b12d7c-ba68-4e72-8165-5f1792ac9b1a , Mark and Frank were swimming in Mark's family's pool. , Mark's mother brought out a sponge ball to them. , Mark and Frank had fun tossing the ball back and forth. , But then the saturated ball accidentally hit Mark's mother! , Mark and Frank apologized profusely. ,2
710,710,8a4eb9d3-411c-4b7b-90d3-fcd574d496ac , Ned wanted to learn to play basketball. , He hung out in the school gym watching the team practice. , Soon he felt confident enough to shoot a few hoops himself. , The team watched him play and they cheered. , Ned's skills improved as he practiced. ,1
711,711,59bd5248-518a-4322-b6d8-eb8b09f2eb5b , Josh liked bees. , He thought they were good for the planet. ," One day, Josh got stung by a bee. ", It hurt very much. , Josh doesn't like bees so much any more. ,2
712,712,3e5bcf32-ac88-425d-9d33-f9dea0a8a62a , Last week my girlfriend and I bought three lottery tickets. , It's not something we normally do. , We were desperate for money. , Even a long shot was worth it. , We were happy to win a small amount of money from the tickets. ,1
713,713,b920e267-da57-4130-983c-9030b2159fad , Fred always stopped at the same coffee shop before work. , He got to know the attractive barista. , He developed a crush on her. , Finally Fred worked up the courage to ask her on a date. , She said yes. ,2
714,714,8f3b0562-7f4c-4121-ab79-34d8f8fe4fd4 , Bob knocked on the door and asked for Jenny. , Jenny answered and walked outside to the car. , Jenny and Bob drove to the movies. , Bob and Jenny had a good time. , Bob kissed Jenny good night. ,1
715,715,37e0e343-dc66-4f6a-a5e9-9f01fad3d6e8 , I got a new truck. ," To celebrate, i went mudding. ", I drove through lots of mud puddles. , my truck got really dirty. ," Afterwards, I washed my truck in the driveway. ",1
716,716,11871d4b-6b94-4184-b36d-c4e76d311f3d , Peter was excited to go to the Sanders rally in New Hampshire. , As Peter entered the arena it was full of thousands of people. , When Peter saw Bernie he cheered as loudly as possible. , He felt thrilled to be there. , He couldn't wait to vote for him. ,1
717,717,5a56884f-0cdf-4600-834e-66e4c70a687f , Josh was writing short stories for a researcher. , The researcher was impressed by Josh's stories. , The researcher decided to give Josh a bonus. , Josh was happy that he got a bonus. , Josh used the bonus to repair his broken car. ,1
