,emotion,plutchik,selection0,selection1,label
4692,['exhausted'],"{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 1, 'disgust': 0, 'anger': 0, 'anticipation': 0}",His friends wanted to spray paint a building so Jerome went with them.,"When she got home, she was too tired to finish her project.",1
4693,"['happy', 'excited', 'satisfied']","{'joy': 3, 'trust': 2, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",This year he chose the Choo Choo Dinner for his meal.,My son offered to swim to the store for eggs.,0
4694,"['stupid', 'relaxed', 'happy', 'ignores', 'angry']","{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 0, 'sadness': 0, 'disgust': 1, 'anger': 1, 'anticipation': 0}",It was exam week in school and Wendy was stressed.,"He played video games instead, and eventually forgot all about it.",1
4695,"['obligated', 'reluctant', 'unwilling']","{'joy': 0, 'trust': 1, 'fear': 0, 'surprise': 2, 'sadness': 0, 'disgust': 0, 'anger': 1, 'anticipation': 1}",The day of the tournament she was asked to volunteer her time.,His employees helped him arrange everything for the grand opening.,0
4696,"['surprised', 'disappointed', 'sad', 'impressed', 'excited', 'proud', 'happy', 'ecstatic']","{'joy': 2, 'trust': 0, 'fear': 0, 'surprise': 2, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",She beat me in every game!,Yesterday was Lauren's Birthday.,0
4697,"['strong', 'proud', 'scared', 'aggressive', 'afraid', 'optimistic', 'commanding']","{'joy': 1, 'trust': 1, 'fear': 1, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",He told his soldiers to attack.,Several people noticed and decided to run away.,0
4698,"['angered', 'upset', 'uninterested']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 1, 'anger': 2, 'anticipation': 1}",The road was flooded and impassible.,She had to make a collage.,1
4699,"['adventurous', 'determined']","{'joy': 1, 'trust': 2, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",I went to a home improvement store and bought a shed kit.,The doctor diagnosed him with myopia or nearsightedness.,0
4700,"['delighted', 'carefree', 'happy']","{'joy': 2, 'trust': 2, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}","She was so uncomfortable, she had to go home.",He especially loved it when it was muddy.,1
4701,"['betrayed', 'dead', 'awkward', 'bitter sweet', 'excited', 'happy', 'content', 'loving', 'sympathetic', 'grateful', 'sad']","{'joy': 1, 'trust': 1, 'fear': 0, 'surprise': 1, 'sadness': 1, 'disgust': 0, 'anger': 0, 'anticipation': 1}",They stayed in the hotel room all day instead.,When Laurel's husband died suddenly of a stroke she married Phil.,1
4702,"['nervous', 'determined']","{'joy': 0, 'trust': 1, 'fear': 1, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",She pulled her owner around the corner.,"All of a sudden, she couldn't control the cursor.",0
4703,"['hopeful', 'happy']","{'joy': 2, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",He designed his own sweater but he wanted to win it for real.,One German Shepherd struck us as particularly lively and friendly.,1
4704,"['aimless', 'annoyed']","{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 0, 'sadness': 2, 'disgust': 1, 'anger': 1, 'anticipation': 2}",She wanted to watch TV.,Then he saw that train rides were much more affordable.,0
4705,"['concerned', 'hopeful']","{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",Tom tried drinking water and clearing his throat.,"When he got close, he jumped into the middle.",0
4706,"['pleased', 'happy', 'loved', 'fulfilled']","{'joy': 3, 'trust': 2, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",He had hit the sofa too hard and pushed it through the wall.,She took it home and played with her the rest of the day.,1
4707,"['despondent', 'depressed']","{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 0, 'sadness': 3, 'disgust': 1, 'anger': 1, 'anticipation': 0}",Her teacher submitted it to a statewide contest.,He was depressed for months.,1
4708,"['pain', 'surprised', 'scared', 'worried', 'shocked', 'upset']","{'joy': 0, 'trust': 0, 'fear': 2, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",The bus arrived and I hopped on.,"Suddenly, Kevin felt a sharp pain in his foot.",1
4709,"['grateful', 'annoyed', 'independent', 'happy', 'excited']","{'joy': 2, 'trust': 1, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",I moved to a new town this month and need a place to live.,"One day, Tom drove the car to run an errand.",1
4710,"['anxious', 'careless', 'irresponsible', 'excited', 'grown up', 'happy']","{'joy': 1, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",He gave them some drills to work on from his old college days.,I let them go play without my supervision.,1
4711,"['lonely', 'sad', 'unhappy']","{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 0, 'sadness': 2, 'disgust': 0, 'anger': 0, 'anticipation': 0}","Once, everyone went swimming, but Duncan sat out.",She never thought much about it until one particular day.,0
4712,"['frightened', 'scared', 'fearful']","{'joy': 0, 'trust': 0, 'fear': 3, 'surprise': 2, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",The band sounds much better.,He could hear pellets of rain slamming into his roof.,1
4713,['disappointed'],"{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 1, 'sadness': 1, 'disgust': 0, 'anger': 2, 'anticipation': 0}",Unfortunately it was 80 dollars.,Allie was friends with Lucy.,0
4714,"['proud', 'competent', 'famous']","{'joy': 2, 'trust': 1, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",His house was so cold and he couldn't bear it.,"Five Years later, Lamar was the biggest musician in the world.",1
4715,"['frustrated', 'content', 'resentful', 'relieved', 'hesitant', 'safe', 'scared']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 1, 'anger': 1, 'anticipation': 1}",Mary decided to be more cautious so she wouldn't miss any stop signs.,"He violently swerved, and came within inches of a near car.",0
4716,"['excited', 'joyous', 'happy', 'ecstatic']","{'joy': 2, 'trust': 1, 'fear': 0, 'surprise': 2, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",Although she did not believe she could do it she did try.,The ticket was a $1000 winner!,1
4717,"['determined', 'happy', 'eager', 'alert', 'focused']","{'joy': 2, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",A mall vendor stopped Bill as he went to the clothes store.,John was very focused on the grill.,1
4718,"['upset', 'surprised']","{'joy': 1, 'trust': 1, 'fear': 0, 'surprise': 1, 'sadness': 1, 'disgust': 0, 'anger': 0, 'anticipation': 1}",Tom's girlfriend freaked out because her dad was upset.,However he couldn't find the chips.,1
4719,"['happy', 'relieved', 'acting', 'excited', 'loved', 'restless']","{'joy': 2, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",Ellie did wear the outfit and was happy when she went to daycare.,She decided to take him on a walk.,1
4720,"['upset', 'disappointed']","{'joy': 0, 'trust': 0, 'fear': 2, 'surprise': 0, 'sadness': 2, 'disgust': 0, 'anger': 2, 'anticipation': 0}",I told him to blow as slow as possible.,He had to eventually leave the carpool.,1
4721,"['fear', 'proactive', 'hurried', 'afraid', 'scared', 'lucky', 'relieved', 'angry']","{'joy': 0, 'trust': 0, 'fear': 2, 'surprise': 2, 'sadness': 0, 'disgust': 0, 'anger': 1, 'anticipation': 1}",Maddie's dad rushed over with the hose to put the fire out.,George was walking past a row of parked bikes.,0
4722,['focused'],"{'joy': 0, 'trust': 2, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 3}",She needed to get to the other side of the stage.,Sally couldn't understand what was taking so long.,0
4723,"['nervous', 'lacking', 'challenged']","{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",While Eric was trying to sleep his neighbor was throwing a party.,His competitor was very popular.,1
4724,"['worried', 'reluctant', 'scared']","{'joy': 0, 'trust': 0, 'fear': 2, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}","After dinner, he put on his suit and tie again.",She is afraid that they will be painful for her feet.,1
4725,"['worried', 'hopeful', 'angry', 'frustrated', 'overwhelmed']","{'joy': 0, 'trust': 0, 'fear': 2, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 2, 'anticipation': 1}",Chelsea immediately called the plumber to resolve the problem.,The car washing girls charged him extra.,0
4726,"['curious', 'grateful', 'helpful', 'instructive']","{'joy': 2, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}","He was ok with it, and completely believed us.","They didn't really know how to play, so Tom gave them a quick lesson.",1
4727,"['rushed', 'indifferent', 'tired']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",Mary was driving to work today.,She was happy that she had finally learned to play the flute.,0
4728,"['sad', 'faint', 'hungry']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",And he drank 3 cups one morning.,He is feeling very hungry.,1
4729,"['curious', 'ready', 'happy', 'informed']","{'joy': 1, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",The candidates were going back and forth yelling at each other.,She asked many questions.,1
4730,"['apprehensive', 'smart']","{'joy': 1, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",Tina thought that it would rainy outside.,When he got to the office he realized all the bottles broke!,0
4731,"['irritated', 'surprised', 'annoyed']","{'joy': 0, 'trust': 0, 'fear': 2, 'surprise': 2, 'sadness': 1, 'disgust': 1, 'anger': 1, 'anticipation': 0}","My 9 year old son was very sad, and cried on moving day.",Even random strangers were part of his wrath.,1
4732,"['annoyed', 'productive', 'exhausted']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",He turned to get a rag to wipe it up.,He took out his push mower and started to mow the grass.,1
4733,"['selfish', 'mind less', 'indifferent']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",Her sister told on her as soon as their mom came home.,I did not respond.,1
4734,"['sad', 'frustrated']","{'joy': 0, 'trust': 0, 'fear': 2, 'surprise': 1, 'sadness': 1, 'disgust': 1, 'anger': 1, 'anticipation': 1}",Tom needed to get rid of some mice.,"One day, their neighbor realized what was happening.",0
4735,"['concerned', 'desire', 'worry']","{'joy': 0, 'trust': 1, 'fear': 2, 'surprise': 1, 'sadness': 2, 'disgust': 1, 'anger': 1, 'anticipation': 2}","We both agreed to leave, so we got in my car and went back home.",Marge wanted her husband to cut back on caffeine.,1
4736,"['glad', 'happiness', 'happy', 'empathy', 'joy', 'relieved', 'joyful']","{'joy': 2, 'trust': 1, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}","His wife said that labor was hard, but it was worth it.",She really enjoyed the book.,0
4737,"['satisfied', 'happy']","{'joy': 3, 'trust': 1, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",He thought he knew where he was going but he was very lost.,Eric didn't want to go back home!,1
4738,"['hopeful', 'nervous', 'confident']","{'joy': 1, 'trust': 1, 'fear': 1, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",She was toward the middle of the group.,She entered a local talent show in her home town.,1
4739,"['useful', 'charitable', 'friendly', 'personable']","{'joy': 2, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",I decided to join a charity to help the less fortunate.,She ended up divorcing her husband.,0
4740,"['loved', 'proud', 'confident', 'calm', 'impressed', 'excited', 'inept', 'envious']","{'joy': 2, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",Mark had a new girlfriend who was a skilled tennis player.,I wanted to take a vacation.,0
4741,"['sadness', 'sad', 'entertained']","{'joy': 1, 'trust': 0, 'fear': 0, 'surprise': 1, 'sadness': 2, 'disgust': 0, 'anger': 0, 'anticipation': 0}",David decided he wanted to learn to whistle.,"The closing ceremonies were great, but he was sad when they were over.",1
4742,"['mean', 'great']","{'joy': 1, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 1, 'disgust': 1, 'anger': 2, 'anticipation': 2}",Stewart enjoyed model rocketry.,He is known for being a rough person to talk to even when not working.,1
4743,"['protective', 'alert', 'sympathetic', 'fearful', 'scared', 'anxious', 'nervous']","{'joy': 0, 'trust': 1, 'fear': 1, 'surprise': 0, 'sadness': 1, 'disgust': 0, 'anger': 0, 'anticipation': 1}",She was hesitant and afraid.,She enrolled in a martial arts class.,0
4744,"['in pain', 'tired']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 1, 'disgust': 0, 'anger': 0, 'anticipation': 0}",On the way to school Billy stopped by the local convenience store.,Lori deleted Ashlynn from Facebook.,0
4745,"['sad', 'bashful', 'ashamed', 'bad']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 3, 'disgust': 1, 'anger': 1, 'anticipation': 1}",But she could not afford any fancy clothing to wear.,Today she sent a video of Ella saying the alphabet.,0
4746,"['mad', 'angry', 'unpleasantly surprised']","{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 1, 'sadness': 1, 'disgust': 1, 'anger': 2, 'anticipation': 0}",She got home from work and noticed a horrible odor.,As he opened the door he dented it on the curb out front.,1
4747,"['scared', 'excited', 'kind', 'good', 'interested']","{'joy': 1, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",Ronnie held the bike while Sarah got on.,We had fun eating backwards.,0
4748,"['worried', 'clumsy', 'embarrassed']","{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",He has been chosen to pitch.,Tim bumped into some items.,1
4749,"['determined', 'high']","{'joy': 3, 'trust': 1, 'fear': 0, 'surprise': 2, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 3}",Mike soon realized he had soiled his adult size diaper.,"After the trip, he was sure he wanted to be a firefighter.",1
4750,"['frustrated', 'exhausted']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 2, 'sadness': 0, 'disgust': 1, 'anger': 1, 'anticipation': 0}",Bill put the spare on the car and threw the flat in the trunk.,It shone beautifully in the moonlight.,0
4751,['upset'],"{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 2, 'sadness': 2, 'disgust': 1, 'anger': 2, 'anticipation': 0}",Tina lost her umbrella on the bus.,Even then he still waited until really late to call.,0
4752,"['sad', 'cautious', 'hopeful']","{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 2, 'sadness': 2, 'disgust': 0, 'anger': 0, 'anticipation': 1}",Sarah went to the pet store to buy a new fish.,A little girl walked through the shelter.,0
4753,"['defeated', 'accomplished', 'disappointed', 'happy']","{'joy': 1, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 1, 'disgust': 0, 'anger': 1, 'anticipation': 0}",The school board relented after much debate.,I texted back with my request.,0
4754,"['silly', 'frustrated', 'afraid', 'stupid', 'pain']","{'joy': 0, 'trust': 0, 'fear': 2, 'surprise': 1, 'sadness': 2, 'disgust': 0, 'anger': 2, 'anticipation': 0}",So it didn't think it was worth it.,She twisted her ankle.,1
4755,"['guilty', 'happy', 'excited', 'hopeful', 'worried', 'unsettled', 'surprise']","{'joy': 1, 'trust': 0, 'fear': 1, 'surprise': 1, 'sadness': 0, 'disgust': 1, 'anger': 0, 'anticipation': 1}",Finally the lady at the counter suggested he get half and half.,Fargo finds a cat while playing in the yard.,1
4756,"['eager', 'happy', 'satisfaction']","{'joy': 2, 'trust': 2, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 3}",We finished unpacking boxes while it continued to pour.,He bought trucks off online.,1
4757,"['angry', 'furious']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 2, 'anger': 2, 'anticipation': 0}",She made a hole the shape of her fist.,Lily's elderly aunt always wore a flowered bonnet on Easter.,0
4758,"['positive', 'mad', 'sad', 'happy']","{'joy': 1, 'trust': 1, 'fear': 0, 'surprise': 1, 'sadness': 1, 'disgust': 1, 'anger': 1, 'anticipation': 1}",Kelly was getting mad at Eliza because she thought she was annoying.,Joe loved to scare his little brother during Halloween.,0
4759,"['energetic', 'nostalgic', 'satisfied']","{'joy': 2, 'trust': 1, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",The ointment I put on it didn't really help much.,I climbed a tree there once.,1
4760,['confident'],"{'joy': 2, 'trust': 2, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}","It didn't matter where he was, he would sing all the time.",Rona wanted to go to six flags.,0
